quarter,down,yardsToGo,possessionTeam,defensiveTeam,absoluteYardlineNumber,offenseFormation,playAction,dropbackType,qbSneak,yardsGained,pff_passCoverage,pff_coverage,leftReceivers,rightReceivers,secondsRemainingInQuarter,offense_mean_yards,defense_mean_allowed,log_matchup_ratio
3,1,10,LA,DAL,64,Singleback,True,Traditional,,0,Cover-3,Zone,2,2,243,4.960556844547564,4.941995359628771,0.0023344037410866383
2,1,10,TB,DAL,57,I-Form,False,Other,False,3,Cover 6-Left,Blitz,2,1,766,5.079395085066163,4.930555555555555,0.018593908734982907
4,1,10,DEN,LAC,50,Shotgun,True,Traditional,,0,Quarters,Zone,2,2,823,4.792122538293216,5.92271662763466,-0.13548712998606363
3,1,10,JAX,LV,77,Shotgun,False,Other,False,3,Cover-3 Cloud Right,Zone,3,1,390,5.925,5.557268722466961,0.04207525327550714
3,1,10,WAS,PHI,83,Shotgun,True,Traditional,,3,Quarters,Zone,3,1,95,5.1257142857142854,4.795454545454546,0.04149281276443726
4,1,10,NYG,CAR,69,Shotgun,False,Traditional,,3,Cover-3,Zone,2,2,854,5.123006833712984,5.449136276391554,-0.03936382548146824
2,2,4,MIN,DET,56,Singleback,False,Other,False,9,Cover-3,Zone,3,1,720,5.195991091314031,6.636170212765958,-0.1618785689609922
2,2,10,CHI,NE,37,Shotgun,True,Rollout,,0,Cover-1,Man,3,1,786,4.929184549356223,4.863013698630137,0.008380241962827705
4,3,2,HOU,LV,66,Shotgun,False,Other,False,4,Cover-1,Man,3,1,242,5.096774193548387,5.5516483516483515,-0.054658306248056704
3,1,10,IND,WAS,49,Singleback,True,Traditional,,0,Cover-3,Zone,3,1,636,4.806083650190114,5.308333333333334,-0.062355626850369855
1,2,6,DET,WAS,34,I-Form,False,Other,False,3,Cover-3,Zone,2,1,655,5.859090909090909,5.297297297297297,0.0655143029266834
2,3,8,BUF,MIA,18,Shotgun,False,Traditional,,8,Cover-0,Blitz,3,1,723,6.538283062645012,6.070393374741201,0.05029785181654645
4,3,15,LA,TB,93,Shotgun,False,Scramble,,-2,Cover-3,Zone,3,1,393,4.949074074074074,4.849593495934959,0.012593703528526276
4,2,1,NYG,CAR,77,Singleback,False,Other,False,0,Cover-1,Man,2,2,435,5.118181818181818,5.444444444444445,-0.03940253834755409
2,2,4,JAX,IND,28,Empty,False,Traditional,,2,Quarters,Zone,3,2,485,5.918918918918919,4.8715789473684215,0.12491604103762967
2,3,4,IND,JAX,14,Shotgun,False,Traditional,,4,Cover-1,Man,3,1,131,4.79696394686907,5.447791164658635,-0.08017056646200223
4,1,10,GB,NE,77,Shotgun,False,Other,False,13,Cover-3,Zone,3,1,503,5.382066276803119,4.853515625,0.06513315859475395
1,1,10,KC,TEN,89,Singleback,True,Traditional,,23,Cover-3,Zone,2,2,265,6.238589211618257,5.634743875278397,0.06759512620331197
4,3,7,NE,IND,75,Shotgun,False,Traditional,,11,Cover-3,Zone,2,2,444,5.3078512396694215,4.8655462184873945,0.054709003277214015
3,1,20,DET,SEA,25,Shotgun,False,Traditional,,81,Cover 6-Left,Blitz,3,1,11,5.852607709750567,5.24950495049505,0.07055886302392443
1,2,4,SF,ATL,37,Shotgun,False,Traditional,,14,Cover-3,Zone,2,2,43,5.95260663507109,6.116760828625235,-0.018169830649851847
4,2,10,GB,WAS,46,Shotgun,False,Traditional,,11,2-Man,Man,2,2,331,5.396887159533074,5.29253112033195,0.012505813264755208
3,1,10,DEN,SF,35,Singleback,False,Other,False,4,Cover-3 Seam,Zone,3,1,900,4.781659388646288,4.844262295081967,-0.008012740192020303
4,1,10,NYJ,MIA,75,Shotgun,False,Other,False,8,Cover-0,Blitz,2,2,762,5.393280632411067,6.074380165289257,-0.07802359756181312
4,1,10,CLE,BAL,52,Shotgun,True,Traditional,,1,Cover-2,Zone,2,2,158,5.689075630252101,5.523138832997988,0.019281876850923925
1,2,8,WAS,CHI,35,Singleback,False,Other,False,1,Cover-6 Right,Zone,2,2,646,5.1216730038022815,5.817204301075269,-0.08216865977731322
4,3,4,KC,TB,54,Shotgun,False,Traditional,,22,Cover-2,Zone,3,1,781,6.273291925465839,4.835699797160244,0.16844820436224678
2,1,10,ARI,CAR,45,Pistol,True,Traditional,,21,Cover-3,Zone,2,2,413,4.62593984962406,5.4340344168260035,-0.100719637046901
1,1,10,KC,ARI,96,Singleback,False,Other,False,3,Quarters,Zone,3,1,463,6.305785123966942,5.712550607287449,0.0658716638153679
1,2,7,HOU,CHI,82,Singleback,True,Traditional,,0,Cover-1,Man,2,2,376,5.094059405940594,5.8068669527897,-0.08440134679553073
3,2,10,MIA,CHI,35,Shotgun,True,Traditional,,8,Cover-6 Right,Zone,2,1,673,6.198757763975156,5.794432548179872,0.04494958299973282
4,2,10,SF,CHI,32,Shotgun,False,Traditional,,8,Cover-3,Zone,3,1,357,5.971631205673759,5.799145299145299,0.019412914743463367
3,3,9,IND,TEN,54,Shotgun,False,Traditional,,10,Cover-1,Man,3,1,158,4.795454545454546,5.673333333333333,-0.10671234520066251
3,1,10,ATL,NO,91,Pistol,True,Run,False,5,Cover-2,Zone,1,1,240,5.542116630669547,5.395112016293279,0.017359188359777965
4,2,11,CLE,NE,44,Shotgun,False,Traditional,,-4,Cover-1,Man,3,1,496,5.679245283018868,4.8693957115009745,0.09795327653451516
4,2,4,BAL,NO,82,Shotgun,True,Run,False,7,Quarters,Zone,2,2,209,5.577002053388091,5.394308943089431,0.02153046687686693
2,2,10,BUF,BAL,82,Shotgun,False,Traditional,,14,Cover-6 Right,Zone,2,2,29,6.541666666666667,5.514056224899599,0.11394967670627563
2,2,10,LAC,SEA,43,Shotgun,False,Other,False,3,Cover-3,Zone,2,2,683,5.526652452025586,5.399209486166008,0.015059244210535314
4,1,10,NYG,CAR,35,Singleback,False,Other,False,6,Cover-1,Man,2,2,126,5.106575963718821,5.463740458015267,-0.04311562033023357
3,3,2,GB,NE,39,Shotgun,False,Other,False,1,Cover-3,Zone,3,1,722,5.407766990291262,4.852140077821011,0.06836978748212637
2,2,10,BUF,NYJ,71,Shotgun,False,Traditional,,0,Cover-3 Seam,Zone,2,2,850,6.558891454965358,4.788349514563107,0.2048427510754022
1,2,5,DAL,CIN,28,Singleback,False,Other,False,6,Quarters,Zone,3,1,592,5.508393285371703,5.410462776659959,0.011576619471459937
3,3,7,IND,JAX,73,Shotgun,False,Traditional,,15,Cover-3,Zone,3,1,11,4.805293005671078,5.4448897795591185,-0.07875938517806824
1,2,7,PIT,PHI,49,Shotgun,False,Traditional,,21,Cover-3 Seam,Zone,2,2,279,4.674418604651163,4.791383219954649,-0.015125864978106966
4,3,9,NE,IND,54,Shotgun,False,Traditional,,30,Cover-2,Zone,2,2,857,5.319587628865979,4.878406708595388,0.05448698721959489
1,3,1,PIT,NE,54,I-Form,False,Other,False,2,Cover-3,Zone,2,1,145,4.7122969837587005,4.844660194174757,-0.017017000044251693
3,2,10,SF,ATL,80,Shotgun,True,Traditional,,0,Quarters,Zone,3,1,889,5.976415094339623,6.131578947368421,-0.01713802381041465
2,1,15,MIA,NE,39,Shotgun,True,Traditional,,26,Cover-1,Man,3,1,120,6.202479338842975,4.839147286821706,0.16034283929260545
3,1,10,ATL,SEA,82,Pistol,False,Other,False,4,Cover-3,Zone,2,1,687,5.540948275862069,5.394477317554241,0.017298009448039407
3,2,10,LAC,CLE,88,Shotgun,False,Other,False,22,Cover-1,Man,2,2,628,5.5212765957446805,5.672941176470588,-0.017641800402659485
1,2,5,ARI,PHI,27,Shotgun,False,Traditional,,9,Cover-3,Zone,2,2,340,4.656660412757974,4.828054298642534,-0.022138069014953906
1,3,11,PIT,TB,89,Shotgun,False,Scramble,False,10,Quarters,Zone,3,1,575,4.706018518518518,4.870445344129554,-0.021112993639321644
3,1,10,DET,WAS,30,Singleback,True,Rollout,,1,Cover-3,Zone,2,2,606,6.02262443438914,5.304347826086956,0.08295601771385386
4,1,11,NYJ,PIT,21,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,499,5.398422090729783,5.884696016771488,-0.056286393043875046
1,1,10,BUF,NYJ,35,Singleback,True,Rollout,,8,Cover 6-Left,Blitz,3,1,31,6.543778801843318,4.77906976744186,0.20445269644086417
4,2,15,NO,TB,38,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,416,5.961013645224171,4.880808080808081,0.12845287310545395
4,3,10,PIT,CIN,40,Empty,False,Rollout,,0,Cover-0,Blitz,3,2,684,4.71824480369515,5.411646586345381,-0.08603024140884283
2,1,10,KC,BUF,89,Shotgun,False,Traditional,,9,Cover-3,Zone,2,2,806,6.298969072164948,5.08133971291866,0.14034584431014638
4,1,10,ARI,MIN,76,Shotgun,True,Traditional,,4,Cover-3 Seam,Zone,2,2,218,4.664794007490637,5.48590021691974,-0.10176832537762813
4,4,3,DET,GB,53,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,124,6.011286681715576,5.271714922048997,0.08563599337188466
4,1,10,KC,SF,59,Shotgun,False,Traditional,,0,Cover-3 Seam,Zone,2,2,240,6.304526748971194,4.8419618528610355,0.17101194945560436
2,1,10,JAX,LAC,82,Shotgun,False,Other,False,2,Cover-3,Zone,3,1,741,5.910788381742739,5.908878504672897,0.00021435604387175518
2,2,6,LA,TB,25,Pistol,False,Other,False,3,Cover-3,Zone,2,1,519,4.933025404157044,4.870967741935484,0.007853453858169865
2,3,1,LA,BUF,41,Singleback,True,Rollout,False,2,Cover-3,Zone,3,1,39,4.928571428571429,5.090692124105012,-0.020241403700671734
2,2,15,ARI,KC,63,Pistol,True,Traditional,,0,Cover-1,Man,2,1,88,4.663551401869159,5.455128205128205,-0.09829761523861659
1,3,4,CAR,NYG,65,Shotgun,False,Scramble,False,3,Cover-3 Seam,Zone,2,2,36,5.523584905660377,5.66747572815534,-0.01674057842934173
2,2,16,DET,PHI,29,Empty,False,Traditional,,0,Quarters,Zone,3,2,396,5.997747747747748,4.837471783295711,0.13805795712656838
3,3,1,ATL,SF,39,Pistol,True,Run,False,-1,Quarters,Zone,1,1,204,5.537634408602151,4.828804347826087,0.08667414996836248
4,1,10,IND,JAX,44,Shotgun,False,Traditional,,0,Cover-2,Zone,2,2,158,4.824528301886793,5.464,-0.07855840210416781
3,1,10,IND,TEN,44,Shotgun,False,Other,False,-2,Quarters,Zone,2,2,122,4.815442561205273,5.682926829268292,-0.10525704659838768
1,1,10,CLE,NYJ,71,I-Form,False,Other,False,4,Cover-1,Man,2,0,658,5.658995815899582,4.785299806576402,0.10636141799230316
3,1,20,CHI,MIN,57,Pistol,False,Traditional,,1,Cover 6-Left,Blitz,2,2,317,4.918629550321199,5.482683982683983,-0.0688087360451998
3,2,6,SEA,LAC,42,Singleback,True,Traditional,,14,Cover-3,Zone,3,1,304,6.088372093023255,5.8997668997669,0.020970714453815976
3,1,10,DAL,CIN,73,Singleback,False,Other,False,2,Cover-3,Zone,2,2,109,5.509569377990431,5.400801603206413,0.012864206131340388
1,2,5,CAR,NYG,80,Shotgun,False,Other,False,18,Cover-3,Zone,3,1,727,5.517647058823529,5.661016949152542,-0.016692006515721426
1,1,10,CAR,ARI,20,I-Form,False,Other,False,1,Quarters,Zone,2,1,295,5.546948356807512,5.707070707070707,-0.018561114319768937
1,1,10,LAC,HOU,74,I-Form,False,Traditional,,0,Cover-3,Zone,2,1,139,5.556263269639066,6.125,-0.06435432397543164
2,1,10,TEN,LV,62,Singleback,True,Traditional,,21,Cover-3,Zone,3,1,403,4.856777493606138,5.548245614035087,-0.08434951567977257
1,1,10,TEN,IND,93,Shotgun,False,Traditional,,6,Cover-3,Zone,3,1,896,4.8979591836734695,4.930962343096234,-0.00416998705195656
2,1,10,ATL,LAC,35,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,32,5.523605150214593,5.9186046511627906,-0.04530010368216176
4,2,10,DAL,PHI,98,Empty,False,Traditional,,11,Quarters,Zone,3,2,155,5.501193317422435,4.826576576576577,0.08268132808232719
3,2,6,JAX,LAC,55,Shotgun,False,Other,False,6,Quarters,Zone,3,1,460,5.902691511387164,5.9048723897911835,-0.00024493837979751813
4,2,5,KC,ARI,60,I-Form,False,Other,False,3,Cover-1,Man,2,1,686,6.291581108829569,5.69758064516129,0.06606381812688149
3,1,10,IND,HOU,85,Singleback,True,Other,False,6,Quarters,Zone,2,2,737,4.802631578947368,6.111597374179431,-0.15508694330597197
2,2,8,MIN,ARI,18,Singleback,False,Traditional,,7,Red Zone,Zone,2,2,645,5.204444444444444,5.69215291750503,-0.05774462860543155
4,2,6,NE,CHI,67,Shotgun,False,Traditional,,13,Cover-2,Zone,2,2,541,5.37037037037037,5.803837953091684,-0.05048961240745344
3,1,10,NE,IND,79,Shotgun,False,Other,False,6,Quarters,Zone,2,2,295,5.386036960985626,4.933194154488517,0.05551229428481922
3,1,10,ARI,SEA,80,Empty,False,Run,False,0,Cover-3,Zone,4,1,163,4.654850746268656,5.391732283464567,-0.09190741487292493
1,2,3,NO,LV,13,Singleback,False,Other,False,3,Cover-0,Blitz,3,1,96,5.9494163424124515,5.5820568927789935,0.04191469159383225
1,3,4,NE,PIT,47,Shotgun,False,Traditional,,16,Cover-1,Man,3,1,646,5.387295081967213,5.872384937238493,-0.05622555330651489
1,1,10,PIT,NYJ,85,Singleback,False,Other,False,0,Cover-3,Zone,2,2,243,4.707373271889401,4.783783783783784,-0.009865126482463855
3,1,15,DEN,HOU,59,Shotgun,False,Traditional,,12,Cover-3,Zone,3,1,341,4.77995642701525,6.111353711790393,-0.15797052137897516
3,1,6,BAL,NE,16,Shotgun,True,Other,False,4,Cover-1,Man,2,2,570,5.579918032786885,4.880077369439071,0.08508661718552468
3,2,5,WAS,CHI,93,Shotgun,False,Other,False,4,Cover-2,Zone,3,1,170,5.1138519924098675,5.819148936170213,-0.0833526295489256
2,1,10,ATL,SEA,69,Singleback,False,Other,False,3,Cover-3,Zone,3,1,626,5.511777301927195,5.381139489194499,0.015466883276279823
1,3,3,WAS,GB,73,Empty,False,Traditional,,0,Cover-3,Zone,3,2,309,5.111742424242424,5.26,-0.01811188919837664
3,1,10,TB,DAL,68,Singleback,True,Rollout,,0,Cover-3,Zone,3,1,374,5.0754716981132075,4.926096997690531,0.01867054475686206
2,1,10,CAR,CIN,89,Shotgun,False,Other,False,4,Cover 6-Left,Blitz,2,2,444,5.5362997658079625,5.394,0.016810462330860802
3,3,5,DEN,LAC,80,Shotgun,False,Traditional,,5,Cover-3,Zone,2,2,499,4.7956521739130435,5.905092592592593,-0.1330571178635823
4,1,10,KC,TEN,57,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,57,6.284836065573771,5.665929203539823,0.06898336959651334
1,2,8,GB,BUF,53,Shotgun,True,Traditional,,-7,Cover-1,Man,3,1,610,5.39922480620155,5.083333333333333,0.03833507859389368
3,1,10,ARI,MIN,58,Shotgun,False,Other,False,2,Cover-6 Right,Zone,2,1,675,4.646182495344506,5.473002159827214,-0.10267836352871827
4,1,10,GB,NE,53,Singleback,False,Traditional,,0,Cover-3,Zone,2,2,230,5.375241779497099,4.878378378378378,0.0611578382815156
1,1,10,KC,ARI,50,Shotgun,True,Traditional,,0,Cover-2,Zone,2,2,756,6.2719836400818,5.694779116465863,0.06427458330120119
4,1,10,MIA,NYJ,27,Shotgun,False,Traditional,,-13,Quarters,Zone,3,1,117,6.243298969072165,4.77456647398844,0.17304111480369924
4,1,10,SF,SEA,85,I-Form,False,Other,False,2,Cover 6-Left,Blitz,2,1,892,5.96235294117647,5.376470588235295,0.06760612702417039
4,2,10,WAS,DET,43,Shotgun,False,Traditional,,6,Cover-2,Zone,3,1,90,5.102079395085066,6.6411889596602975,-0.17392365349940395
2,3,2,ARI,MIN,104,Shotgun,False,Traditional,,6,Cover-1,Man,2,2,50,4.641263940520446,5.4655172413793105,-0.10243806502775564
3,1,10,CAR,ATL,48,Shotgun,False,Other,False,6,Quarters,Zone,2,2,785,5.5327102803738315,6.120075046904315,-0.06657097165087936
3,1,10,LAC,KC,95,Shotgun,False,Traditional,,15,Cover-3 Seam,Zone,2,2,598,5.544491525423729,5.443496801705757,0.011890270685811095
4,1,10,CIN,ATL,107,Other,False,Other,False,0,Cover-3,Zone,2,1,524,5.571984435797665,6.119850187265918,-0.061954101192966335
1,2,10,DEN,NYJ,56,I-Form,False,Other,False,10,Cover 6-Left,Blitz,2,1,304,4.7960954446854664,4.740384615384615,0.007171644223248059
1,2,9,JAX,LAC,20,Shotgun,False,Traditional,,0,Red Zone,Zone,3,1,42,5.902892561983471,5.903002309468822,-1.2327092964356149e-05
1,2,4,PIT,NYJ,79,Singleback,True,Rollout,,5,Cover-3,Zone,3,1,863,4.696551724137931,4.750479846449136,-0.0069823547906424765
4,1,10,MIN,PHI,35,Shotgun,False,Traditional,,15,Cover 6-Left,Blitz,2,2,82,5.208425720620842,4.840449438202247,0.045864983174895686
3,1,10,ATL,SF,45,Shotgun,False,Traditional,,10,Cover-3,Zone,2,2,832,5.506410256410256,4.813008130081301,0.08502995261825454
2,1,10,CIN,CAR,51,Shotgun,False,Traditional,,6,Cover-6 Right,Zone,2,2,758,5.561165048543689,5.464761904761905,0.011324393865742136
3,1,10,GB,NYJ,85,Shotgun,False,Other,False,3,Cover-1,Man,2,2,343,5.364864864864865,4.75095785440613,0.07622373069806894
2,2,10,NYJ,GB,18,Singleback,True,Traditional,,0,Cover-3,Zone,3,1,655,5.387795275590551,5.248337028824833,0.01676609412547948
2,2,7,SF,KC,86,Shotgun,True,Traditional,,0,Cover-0,Blitz,2,2,778,5.953051643192488,5.463829787234043,0.05619266226905531
4,3,3,NO,SEA,67,Singleback,False,Other,False,1,Cover-3,Zone,2,2,515,5.94368932038835,5.36986301369863,0.06631064636252011
1,2,10,LA,BUF,27,Shotgun,False,Other,False,2,Cover-3,Zone,2,2,544,4.92183908045977,5.054631828978622,-0.016623918281774407
3,2,10,BUF,TEN,66,Shotgun,True,Traditional,,9,Cover-3,Zone,2,1,550,6.5471264367816095,5.653421633554084,0.09828538360526885
2,1,10,TEN,HOU,93,Singleback,False,Other,False,8,Cover-1,Man,2,2,113,4.900763358778626,6.124183006535947,-0.14396894548918354
3,3,7,NO,ARI,59,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,432,5.934108527131783,5.683366733466934,0.028467038056504017
1,2,6,PIT,MIA,81,Shotgun,False,Traditional,,4,Cover-2,Zone,3,1,111,4.697247706422019,6.078350515463917,-0.16502965105142078
1,2,2,LAC,KC,60,Shotgun,True,Other,False,-4,Cover-3,Zone,3,1,190,5.564482029598309,5.452229299363057,0.013193422625482114
4,2,4,ATL,SEA,63,Pistol,True,Traditional,,5,Cover-3,Zone,3,1,483,5.515991471215352,5.361328125,0.01832846007987263
3,1,10,MIA,NE,46,Shotgun,False,Other,False,4,Cover-2,Zone,2,2,109,6.203703703703703,4.86897880539499,0.15667764655493255
4,2,6,TEN,KC,56,Singleback,False,Other,False,7,Quarters,Zone,2,2,738,4.908629441624366,5.432203389830509,-0.06410359929783806
4,1,10,BAL,NYG,85,Pistol,False,Traditional,,0,Cover-1,Man,3,1,103,5.576687116564417,5.690821256038648,-0.01321971563574843
4,3,3,DAL,TB,68,Shotgun,False,Other,False,1,Cover-2,Zone,2,2,847,5.514285714285714,4.867203219315895,0.07904277881259265
4,3,10,LV,JAX,85,Shotgun,False,Traditional,,-7,Cover-2,Zone,2,2,50,5.505720823798627,5.45309381237525,0.006206467736470625
2,2,5,WAS,MIN,26,Shotgun,False,Other,False,5,Cover-6 Right,Zone,2,2,462,5.10377358490566,5.466666666666667,-0.04380704690606476
3,1,20,NE,CHI,25,Shotgun,False,Traditional,,10,Cover-3,Zone,3,1,209,5.408997955010225,5.8152866242038215,-0.04718500220732611
4,1,10,SEA,LAC,65,Singleback,False,Other,False,1,Cover-3,Zone,3,1,201,6.106728538283063,5.889400921658986,0.024153875378287018
4,1,10,DEN,JAX,77,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,178,4.807359307359308,5.4282868525896415,-0.07652672233412887
2,2,10,TB,GB,50,Shotgun,False,Traditional,,13,Quarters,Zone,3,1,51,5.065913370998117,5.236725663716814,-0.020955932524949518
4,2,6,TB,CAR,37,Shotgun,False,Traditional,,4,Quarters,Zone,2,2,513,5.080827067669173,5.465779467680608,-0.04653785417516755
2,2,1,CAR,NO,48,Singleback,False,Other,False,0,Cover-1,Man,3,1,346,5.533799533799534,5.397565922920893,0.01609279761349496
2,1,10,NYJ,BUF,83,Singleback,False,Other,False,4,Quarters,Zone,3,1,74,5.3772102161100195,5.04739336492891,0.04016670611521875
4,1,10,HOU,IND,85,Singleback,False,Other,False,4,Cover-3,Zone,2,1,644,5.0814814814814815,4.935416666666667,0.018239340262696892
3,1,10,LA,BUF,35,Singleback,True,Rollout,,0,Cover-3,Zone,3,1,479,4.915137614678899,5.044917257683215,-0.016263411629449713
1,1,10,TB,GB,84,Shotgun,False,Other,False,6,Cover-1,Man,2,2,681,5.078799249530957,5.253863134657837,-0.021438090484853484
4,1,10,ATL,TB,39,Shotgun,False,Other,False,3,Cover-3,Zone,3,1,329,5.514893617021277,4.859437751004016,0.08010172991963986
4,1,3,KC,SF,107,Singleback,False,Other,False,3,Red Zone,Zone,2,2,648,6.259183673469388,4.827027027027027,0.1680331011688654
2,2,8,TB,NO,25,Empty,False,Traditional,,0,Quarters,Zone,3,2,784,5.080524344569288,5.386639676113361,-0.037183151297992864
4,3,8,JAX,IND,21,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,327,5.8907216494845365,4.9334719334719335,0.11391743204612215
3,1,10,BAL,TB,62,Pistol,False,Other,False,2,Cover-3,Zone,3,1,806,5.5653061224489795,4.855711422845691,0.0864790141042164
2,1,10,KC,SF,21,Empty,False,Traditional,,5,Red Zone,Zone,3,2,38,6.2525458248472505,4.822102425876011,0.1679453275991845
3,3,2,NYJ,BUF,63,Singleback,False,Other,False,1,Cover-3,Zone,3,1,780,5.374509803921568,5.033018867924528,0.041632128979968513
1,1,10,NE,PIT,49,I-Form,True,Traditional,,0,Cover-1,Man,2,1,98,5.418367346938775,5.893528183716075,-0.054907921495266326
2,3,4,SF,LA,47,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,8,5.939110070257612,5.462085308056872,0.05484039334572799
2,2,10,ARI,PHI,88,Shotgun,False,Traditional,,6,Cover-1,Man,2,2,145,4.6437847866419295,4.86322869955157,-0.028304419383501544
3,3,11,DAL,TB,86,Shotgun,False,Traditional,,14,Cover-2,Zone,3,1,154,5.503562945368171,4.85,0.07997169433651297
2,1,10,LA,ATL,36,Shotgun,False,Traditional,,3,Quarters,Zone,2,2,65,4.9038901601830664,6.108411214953271,-0.14184319887378266
1,1,10,PHI,ARI,97,Shotgun,False,Scramble,,0,Cover-3,Zone,2,2,151,5.981052631578947,5.672,0.035017642363105506
4,1,10,NYG,SEA,35,Shotgun,False,Run,False,3,Cover-3 Seam,Zone,2,2,322,5.108597285067873,5.360623781676413,-0.03060813989380461
2,1,10,MIN,CHI,56,Singleback,True,Rollout,,0,Cover-2,Zone,2,2,176,5.230088495575221,5.8241525423728815,-0.06969578522033805
1,1,10,TB,ATL,34,Singleback,True,Traditional,,7,Cover-3,Zone,2,2,376,5.0710280373831775,6.102611940298507,-0.12028050648354344
3,2,11,ARI,SEA,60,Shotgun,True,Scramble,False,15,Cover 6-Left,Blitz,3,1,722,4.646296296296296,5.356031128404669,-0.0887621604189616
1,2,13,TEN,LV,32,Shotgun,False,Traditional,,23,Cover-3,Zone,2,2,861,4.913924050632912,5.576419213973799,-0.08039271975830217
3,2,6,CLE,BAL,88,Shotgun,True,Traditional,,0,Cover-1,Man,2,2,212,5.65553235908142,5.531062124248497,0.014484822136867463
1,1,15,CHI,HOU,25,Shotgun,False,Traditional,,5,Cover-3,Zone,3,1,45,4.910256410256411,6.128260869565217,-0.1432149602487454
4,1,10,LV,LAC,77,Shotgun,False,Traditional,,7,Cover-1,Man,2,2,205,5.4771689497716896,5.87816091954023,-0.04621787744320289
3,2,7,NYG,CAR,97,Shotgun,False,Other,False,2,Quarters,Zone,2,2,168,5.1038374717832955,5.462998102466793,-0.043365774561773617
4,1,10,ARI,PHI,21,Shotgun,False,Other,False,11,Cover-0,Blitz,2,2,587,4.6654343807763405,4.865771812080537,-0.025799476146309987
1,1,10,HOU,JAX,86,Singleback,False,Other,False,2,Cover-3,Zone,3,1,384,5.078817733990148,5.417495029821073,-0.04106672985801925
4,1,10,SF,DEN,23,Singleback,False,Traditional,,24,Cover 6-Left,Blitz,3,1,748,5.925233644859813,5.0157657657657655,0.10747215751634302
1,1,10,LA,DAL,21,Singleback,False,Other,False,1,Red Zone,Zone,2,2,378,4.899543378995434,4.903448275862069,-0.0004941970536971861
3,3,8,JAX,HOU,21,Empty,False,Traditional,,20,Cover-3,Zone,3,2,42,5.878600823045267,6.125813449023862,-0.027463054874666083
4,1,10,DEN,JAX,75,Shotgun,False,Other,False,0,Cover-1,Man,3,1,96,4.796976241900648,5.410714285714286,-0.07577038732281731
3,1,10,MIA,MIN,35,Singleback,True,Traditional,,2,Cover-6 Right,Zone,3,1,900,6.19917864476386,5.465665236051502,0.08309558433441493
2,3,10,DET,MIA,53,Shotgun,False,Traditional,,12,Cover-0,Blitz,3,1,547,5.9708520179372195,6.074074074074074,-0.011440685167126752
4,3,7,MIN,WAS,51,Empty,False,Traditional,,47,Cover-0,Blitz,3,2,748,5.218543046357616,5.295454545454546,-0.009314769018303075
4,3,10,GB,DET,93,Empty,False,Traditional,,0,Quarters,Zone,3,2,46,5.360308285163777,6.639830508474576,-0.14240819197388518
1,1,10,NYJ,MIA,46,Shotgun,False,Traditional,,6,Cover-3,Zone,2,2,866,5.365949119373777,6.0862422997946615,-0.08259162424095509
4,1,7,CAR,LA,17,Shotgun,False,Traditional,,0,Red Zone,Zone,2,2,145,5.52093023255814,5.449172576832152,0.008456998439906068
4,2,8,DEN,NYJ,37,Shotgun,False,Traditional,,6,Quarters,Zone,2,2,731,4.786637931034483,4.747609942638623,0.0050247763238707764
3,3,7,CHI,NE,85,Shotgun,False,Scramble,,26,Cover-1,Man,3,1,448,4.91044776119403,4.867307692307692,0.005468479414892055
4,3,8,TB,BAL,54,Shotgun,False,Traditional,,10,Cover-3,Zone,2,2,101,5.074626865671642,5.52,-0.05368966843803213
3,2,4,KC,SF,79,Empty,False,Traditional,,18,Cover-3,Zone,3,2,424,6.25,4.82258064516129,0.16760900617806465
3,1,10,HOU,PHI,41,I-Form,False,Other,False,9,Cover-2,Zone,2,1,241,5.0712530712530715,4.879464285714286,0.024048821932396134
3,1,10,WAS,PHI,26,Shotgun,False,Scramble,False,7,Cover-2,Zone,2,2,233,5.1035781544256125,4.888641425389755,0.026881774271613337
4,2,7,KC,IND,26,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,533,6.273833671399594,4.923236514522822,0.1573970409355461
1,1,10,HOU,LAC,35,Shotgun,False,Other,False,4,Cover-1,Man,3,1,900,5.080882352941177,5.8807339449541285,-0.09438311408875551
1,3,9,CLE,PIT,69,Empty,False,Traditional,,8,Cover-1,Man,3,2,331,5.64375,5.88125,-0.0271057902448137
4,2,10,ATL,TB,52,Shotgun,False,Traditional,,13,Cover-3,Zone,2,2,350,5.509554140127388,4.868263473053892,0.0783521429647346
2,2,6,DET,WAS,33,I-Form,False,Other,False,8,Cover-3,Zone,1,1,488,5.984340044742729,5.381443298969073,0.06946291970074785
1,3,8,NO,CIN,78,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,414,5.922630560928433,5.391217564870259,0.06140516394212765
3,2,6,ATL,LAC,34,Singleback,False,Other,False,6,Cover-3,Zone,3,1,52,5.52542372881356,5.8764302059496565,-0.04034673687371717
