down,yardsToGo,absoluteYardlineNumber,quarter,offenseFormation,playAction,dropbackType,qbSneak,rushLocationType,pff_runConceptPrimary,pff_runPassOption,pff_passCoverage,pff_manZone,yardsGained,secondsRemainingInQuarter,leftReceivers,rightReceivers
1,10,52,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-1,Man,0,764,2,2
2,1,16,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,0,900,2,2
1,10,77,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,11,496,2,2
2,11,24,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,0,829,3,1
1,10,75,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,5,900,3,2
1,10,15,4,I_FORM,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,15,432,2,1
1,10,25,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,12,87,3,2
1,15,82,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,11,195,3,1
1,10,25,2,SHOTGUN,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,1,Cover-3,Zone,4,893,2,1
2,8,73,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,14,706,2,2
1,10,48,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,2,747,2,2
1,10,56,1,PISTOL,0,,0,INSIDE_RIGHT,POWER,0,Quarters,Zone,4,383,2,1
1,10,87,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,178,3,1
3,6,17,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,10,802,2,2
1,10,65,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Cover 6-Left,Zone,16,288,2,1
2,9,11,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-2,Zone,10,256,2,2
1,10,63,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-8,790,2,2
3,7,51,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,2-Man,Man,0,359,2,2
2,5,65,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-2,Zone,8,520,3,1
1,10,18,3,SINGLEBACK,0,TRADITIONAL,0,NONE,MAN,1,Cover-1,Man,12,134,3,1
3,3,68,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,4,349,2,2
1,10,79,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,599,3,1
1,10,45,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-8,214,2,2
3,13,59,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,36,217,3,2
2,7,7,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,7,620,3,1
2,7,72,3,I_FORM,0,,0,INSIDE_LEFT,COUNTER,0,Quarters,Zone,11,869,2,1
3,11,71,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,29,579,2,2
3,3,21,2,SHOTGUN,0,DESIGNED_ROLLOUT_LEFT,0,NONE,NONE,0,Cover-2,Zone,23,148,3,1
2,7,16,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,125,3,1
2,2,7,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Red Zone,Other,3,210,3,1
3,6,29,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,713,3,1
2,5,55,3,SHOTGUN,0,,0,INSIDE_RIGHT,COUNTER,1,Cover-1,Man,9,204,3,1
2,9,48,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,611,4,1
2,6,28,4,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-2,Zone,3,482,2,2
1,10,75,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,5,36,3,2
4,1,21,2,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-0,Man,0,120,2,2
1,10,75,1,SHOTGUN,1,DESIGNED_ROLLOUT_LEFT,0,NONE,COUNTER,0,Cover-3,Zone,0,524,2,2
3,8,22,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,-1,432,3,1
2,9,67,1,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3,Zone,15,378,2,1
1,10,16,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,POWER,0,Quarters,Zone,5,146,3,1
1,10,25,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Quarters,Zone,7,582,2,2
2,9,26,5,PISTOL,1,DESIGNED_RUN,0,NONE,INSIDE ZONE,0,Quarters,Zone,-12,206,3,1
2,11,41,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,120,3,1
1,10,79,2,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Cover-2,Zone,0,575,2,2
3,1,41,4,PISTOL,1,DESIGNED_RUN,0,OUTSIDE_LEFT,MAN,1,Cover-0,Man,4,454,3,1
1,10,60,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,3,422,2,2
2,3,54,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,679,2,1
3,10,79,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,817,3,1
1,10,29,1,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-2,Zone,0,258,3,1
1,10,46,4,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,3,414,2,2
1,10,36,2,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-3,Zone,-6,523,3,1
2,11,60,4,SINGLEBACK,0,,0,INSIDE_RIGHT,MAN,0,Cover-1,Man,3,166,3,1
1,10,11,1,I_FORM,1,TRADITIONAL,0,NONE,POWER,0,Red Zone,Other,11,556,2,1
2,2,52,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,175,2,2
1,10,36,4,SHOTGUN,0,,0,INSIDE_LEFT,DRAW,1,Quarters,Zone,9,232,2,2
2,13,66,4,SHOTGUN,0,,0,INSIDE_LEFT,OUTSIDE ZONE,1,Cover-1,Man,5,642,3,1
1,10,58,3,WILDCAT,0,SCRAMBLE,0,NONE,TRICK,0,Miscellaneous,Other,0,33,3,2
1,10,88,1,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,1,407,2,1
2,7,39,3,SHOTGUN,1,SCRAMBLE,0,NONE,NONE,0,Cover-2,Zone,0,196,2,1
2,6,57,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,1,Cover-3,Zone,2,709,2,2
2,10,37,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,9,61,3,1
3,8,73,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,247,2,1
2,10,23,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,3,660,2,2
4,1,82,3,I_FORM,0,,0,OUTSIDE_LEFT,MAN,0,Cover-0,Man,3,640,1,1
1,10,78,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,900,2,2
2,8,47,2,SHOTGUN,0,,0,INSIDE_RIGHT,POWER,0,Cover-3,Zone,6,323,2,1
2,10,20,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,1,499,2,2
1,10,25,3,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Cover-3,Zone,4,497,3,1
1,10,42,4,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Goal Line,Other,0,723,3,1
1,10,73,3,I_FORM,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-2,Zone,14,121,1,1
3,10,26,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,5,500,3,1
3,19,63,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-2,Zone,0,108,3,1
3,1,29,3,SHOTGUN,0,,0,OUTSIDE_LEFT,POWER,1,Cover-1,Man,-1,605,2,1
3,6,76,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,503,3,1
1,10,27,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,870,3,2
2,12,40,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,3,339,2,2
2,10,55,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,660,3,1
1,10,39,1,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,11,806,3,1
3,3,43,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,14,208,2,2
1,10,65,1,SINGLEBACK,0,,0,INSIDE_LEFT,COUNTER,0,Quarters,Zone,7,832,2,2
1,10,45,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,1,827,2,2
1,10,20,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,5,217,2,2
3,1,40,1,I_FORM,1,SCRAMBLE_ROLLOUT_LEFT,0,OUTSIDE_LEFT,POWER,0,Cover-3,Zone,4,110,1,1
1,10,32,2,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,3,234,2,2
1,10,17,4,SHOTGUN,0,,0,OUTSIDE_LEFT,POWER,1,Cover-3,Zone,16,545,2,1
1,9,9,4,SHOTGUN,0,TRADITIONAL,0,NONE,INSIDE ZONE,1,Red Zone,Other,8,786,2,2
3,5,30,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,28,320,3,1
1,10,56,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,14,438,3,1
1,10,27,2,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,13,692,3,1
1,10,25,4,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,MAN,0,Cover-3,Zone,0,604,2,1
1,10,19,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,5,271,3,1
1,10,29,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Quarters,Zone,15,530,2,2
1,10,36,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,576,2,2
1,10,66,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,7,247,2,2
1,10,84,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,9,194,2,2
2,18,71,3,SHOTGUN,1,DESIGNED_RUN,0,OUTSIDE_LEFT,POWER,0,Cover-3,Zone,2,747,2,1
2,7,56,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,100,3,1
1,10,36,2,SINGLEBACK,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,1,507,2,2
1,10,86,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,5,665,3,1
2,10,89,4,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Red Zone,Other,5,349,3,1
1,10,80,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-3,Zone,8,735,2,2
1,11,11,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,-6,121,2,1
3,4,14,3,PISTOL,0,,0,INSIDE_RIGHT,MAN,1,Quarters,Zone,5,279,3,1
2,10,75,1,EMPTY,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-2,Zone,1,873,3,2
3,2,78,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,12,309,2,2
3,1,44,1,SINGLEBACK,0,QB_SNEAK,1,INSIDE_RIGHT,SNEAK,0,Cover-3,Zone,2,351,2,2
1,10,83,4,SINGLEBACK,0,,0,INSIDE_RIGHT,POWER,0,Cover-1,Man,6,850,2,1
1,10,65,3,PISTOL,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,5,291,1,1
1,10,8,4,I_FORM,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-3,Zone,8,758,2,1
2,16,32,1,SHOTGUN,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,1,230,2,2
1,10,57,2,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3,Zone,17,827,3,1
2,10,47,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,11,285,3,1
3,9,50,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Quarters,Zone,-6,652,3,1
2,1,1,3,SINGLEBACK,0,TRADITIONAL,0,NONE,MAN,1,Goal Line,Other,0,50,2,1
1,10,42,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,9,3,1
2,7,27,3,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,POWER,0,Cover-1,Man,-12,856,2,2
1,25,30,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,37,120,2,2
1,8,92,2,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Red Zone,Other,0,120,2,2
1,10,54,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,5,476,3,1
1,10,49,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-3,362,2,2
1,10,23,3,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,22,136,2,2
1,10,59,1,I_FORM,0,,0,INSIDE_LEFT,DRAW,0,Cover-3,Zone,-2,799,2,1
1,10,25,2,I_FORM,1,SCRAMBLE_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,0,243,2,1
2,9,38,3,SHOTGUN,0,,0,OUTSIDE_LEFT,TRAP,1,Cover-3,Zone,2,398,2,2
2,10,31,2,SHOTGUN,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-1,Man,1,49,2,2
2,7,90,1,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,-1,390,2,2
1,10,14,2,PISTOL,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-3,Zone,5,284,2,1
2,3,53,2,I_FORM,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,2,646,2,1
3,4,69,1,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,14,570,2,1
2,7,28,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,443,3,1
3,8,65,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,7,196,3,1
2,18,54,1,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,765,3,1
2,11,36,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,12,296,2,2
1,10,57,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,11,193,2,2
2,10,35,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,12,337,3,1
3,14,46,4,SINGLEBACK,0,,0,INSIDE_LEFT,POWER,0,Quarters,Zone,10,120,3,1
3,9,60,3,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,0,806,2,2
1,10,57,4,SHOTGUN,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-1,Man,26,473,3,1
1,10,25,3,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,1,530,2,2
2,10,75,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,11,895,2,2
1,10,11,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,1,736,3,1
3,12,73,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,7,458,3,2
1,10,25,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,-1,808,2,2
2,9,30,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,7,234,3,1
1,10,23,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,6,702,3,1
3,4,69,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Quarters,Zone,16,306,2,2
3,3,16,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,4,416,3,1
4,2,69,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,34,3,2
2,14,83,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,-5,163,3,1
2,5,40,4,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,4,496,3,1
3,6,74,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,16,457,3,2
1,10,30,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,3,125,3,1
1,6,94,2,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,-5,369,2,2
3,20,49,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,24,622,2,2
1,1,99,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-0,Man,0,267,2,2
3,12,82,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,8,46,3,1
1,10,32,3,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,9,838,2,2
2,15,66,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,-4,164,3,2
1,10,46,3,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,0,340,3,1
3,9,64,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1 Double,Man,53,637,3,1
1,10,87,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,PULL LEAD,0,Cover-2,Zone,5,323,3,1
1,10,25,1,SHOTGUN,0,DESIGNED_RUN,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,8,618,3,1
2,13,22,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,436,2,1
1,10,72,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,1,Cover-1,Man,-1,664,2,2
1,10,33,2,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-3,Zone,39,231,2,1
2,10,55,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,5,739,2,2
1,10,54,3,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,3,402,2,1
3,2,15,3,JUMBO,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,2,600,2,2
1,1,1,3,SHOTGUN,0,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-0,Man,-19,329,2,1
1,10,40,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,8,150,2,2
2,10,48,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,9,274,3,1
3,11,19,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,57,774,2,2
1,5,90,4,SHOTGUN,0,,0,OUTSIDE_LEFT,POWER,0,Cover-1,Man,-1,615,2,2
2,2,55,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,69,3,1
3,8,28,4,SHOTGUN,1,DESIGNED_RUN,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-1,Man,12,858,3,1
1,10,25,4,I_FORM,0,,0,INSIDE_RIGHT,POWER,0,Cover-3,Zone,3,244,2,1
2,10,66,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Quarters,Zone,1,231,2,1
2,9,28,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,11,563,2,2
1,10,51,5,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,37,316,2,2
2,14,16,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,643,3,1
2,6,43,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,1,300,3,2
2,2,11,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-0,Man,8,181,3,1
1,10,28,1,SHOTGUN,0,,0,OUTSIDE_RIGHT,PULL LEAD,0,Cover-3,Zone,1,420,3,1
2,12,65,4,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,9,292,3,1
3,5,12,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,5,168,3,1
1,10,68,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,150,2,2
1,10,75,3,SINGLEBACK,0,,0,INSIDE_RIGHT,POWER,0,Cover-3,Zone,2,87,2,2
3,17,53,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,17,739,3,1
1,10,84,1,SHOTGUN,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-0,Man,1,334,2,2
1,10,72,1,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-1,Man,37,571,2,1
3,6,63,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,-7,541,2,2
2,2,98,1,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,65,2,2
3,6,24,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,8,855,2,2
3,2,97,1,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Red Zone,Other,1,487,2,2
3,10,53,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,19,137,2,2
3,5,71,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-5,896,3,1
2,3,27,2,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,7,852,2,1
1,10,28,1,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Quarters,Zone,9,3,2,2
2,10,59,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,-7,855,3,1
2,7,28,4,SHOTGUN,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-1,Man,10,212,2,2
2,16,39,4,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,1,Cover-1,Man,6,673,2,2
3,21,14,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,12,826,3,1
1,10,78,2,SHOTGUN,1,TRADITIONAL,0,NONE,MAN,1,Cover 6-Left,Zone,0,150,3,1
2,10,27,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,9,237,3,1
3,6,31,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,9,351,2,2
2,1,78,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-6 Right,Zone,5,537,2,2
1,10,47,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,8,26,3,1
1,10,31,1,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Quarters,Zone,8,637,2,2
1,10,34,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,14,139,2,2
3,9,41,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,10,774,4,1
1,10,36,4,SHOTGUN,0,,0,INSIDE_LEFT,POWER,1,Quarters,Zone,0,403,2,2
3,7,26,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,7,287,2,2
2,18,66,2,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,4,858,3,1
1,10,81,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,3,143,2,2
1,10,25,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,TRICK,1,Cover-3,Zone,25,437,2,2
1,10,65,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,1,570,2,2
2,8,73,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,848,3,1
1,10,11,1,SINGLEBACK,0,,0,INSIDE_RIGHT,TRICK,0,Goal Line,Other,1,79,3,1
3,1,51,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-2,Zone,2,900,3,1
1,10,28,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-0,Man,-2,358,2,2
1,5,95,2,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,2,395,2,2
3,9,67,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Cloud Left,Zone,10,288,3,1
2,10,79,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,7,534,2,2
3,12,75,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,7,440,3,2
1,10,91,2,SHOTGUN,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,MAN,1,Cover-2,Zone,0,322,2,2
1,10,84,3,JUMBO,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,0,648,2,1
2,10,44,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-2,Zone,8,582,2,2
1,10,35,3,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-1,Man,0,874,2,2
2,7,31,1,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,3,482,2,1
2,10,12,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,12,33,3,2
2,7,60,4,I_FORM,1,SCRAMBLE,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,8,865,2,1
